app_id,rank,name,developer,price,num_reviews,genre_prim,avg_rating,num_downloads,agg_genre,is_outside,downloads_Telang_Garg_2013_est
336901296,82,Windfinder Pro: Wind & Weather,Windfinder.com,12.99,14606,Weather,4.82548,292120.0,Travel and Navigation,False,258545.0
598581396,83,Kingdom Rush Frontiers TD,Ironhide S.A.,1.99,14440,Games,4.87258,288800.0,Games,False,255604.0
936694037,84,Voice Recorder - Audio Record,LiveBird Technologies Private Limited,3.99,14469,Business,4.69707,289380.0,Business and Productivity,False,252730.0
335047649,85,ScanBizCards,ScanBiz Mobile Solutions L.P.,0.99,13786,Business,4.5803,275720.0,Business and Productivity,False,249922.0
777310222,86,GoodReader PDF Editor & Viewer,"Good.iWare, Inc.",5.99,13674,Productivity,4.65848,273480.0,Business and Productivity,False,247178.0
1135811739,87,FAX from iPhone & iPad App,BP Mobile LLC,3.99,13496,Business,4.58988,269920.0,Business and Productivity,False,244495.0
1453990763,88,Screen Mirroring+ for Fire TV,Kraus und Karnath GbR 2Kit Consulting,6.99,13353,Photo & Video,3.1551,267060.0,Photo and Video,False,241872.0
1062745479,89,HeartWatch: Heart Rate Tracker,TANTSISSA HOLDINGS PTY LTD,5.99,13188,Health & Fitness,4.69062,263760.0,Lifestyle and Health,False,239305.0
306967807,90,Card Shark Collection,Easy 8 Software,2.99,12948,Games,4.75718,258960.0,Games,False,236795.0
564874986,91,Backflip Madness,Hubert Sliwka,0.99,12775,Games,4.46466,255500.0,Games,False,234337.0
417817520,92,Tiny Wings,Andreas Illiger,1.99,12785,Games,4.84474,255700.0,Games,False,231932.0
1078038667,93,GifJif - Custom Gif Creator,Max Shaw,0.99,12577,Entertainment,4.8929,251540.0,Entertainment & Music,False,229577.0
904737816,94,Kingdom Rush Origins TD,Ironhide S.A.,2.99,12453,Games,4.86895,249060.0,Games,False,227271.0
618790117,95,Cute CUT Pro,波 余,9.99,12288,Photo & Video,4.44173,245760.0,Photo and Video,False,225012.0
284972998,96,SoundHound∞ - Music Discovery,"SoundHound, Inc.",6.99,12191,Music,4.86374,243820.0,Entertainment & Music,False,222799.0
1079607960,97,Oh She Glows,Glo Bakery Corporation,2.99,12189,Food & Drink,4.86759,243780.0,Lifestyle and Health,False,220630.0
372283316,98,Sudoku +,"PeopleFun CG, LLC",4.99,12110,Games,4.84467,242200.0,Games,False,218504.0
1133544923,99,Hidden Folks,Adriaan de Jongh,4.99,11904,Games,4.8787,238080.0,Games,False,216420.0
448162988,100,My Sketch - Pencil Sketches,Miinu Limited,1.99,11761,Photo & Video,4.77417,235220.0,Photo and Video,False,214376.0
443646748,101,Fitness Buddy+ Workout Trainer,"Kodeon, Inc.",3.99,11630,Health & Fitness,4.82244,232600.0,Lifestyle and Health,False,212372.0
1040227414,102,Exploding Kittens,Marmalade Game Studio Limited,4.99,11541,Games,4.69197,230820.0,Games,False,210406.0
330247123,103,"Sun Seeker - Tracker, Surveyor",Ajnaware Pty Ltd,9.99,11569,Navigation,4.83671,231380.0,Travel and Navigation,False,208477.0
1279565050,104,Graphing Calculator Plus,An Truong,5.99,11552,Education,4.63184,231040.0,Education & Reference,False,206584.0
514345557,105,Home Design 3D - GOLD EDITION,Anuman,8.99,11400,Productivity,4.54544,228000.0,Business and Productivity,False,204726.0
352247139,106,Calorie Counter PRO MyNetDiary,MyNetDiary Inc.,3.99,11346,Health & Fitness,4.77102,226920.0,Lifestyle and Health,False,202903.0
1023146677,107,Five Nights at Freddy's 4,CLICKTEAM LLC USA,2.99,11045,Games,4.61358,220900.0,Games,False,201112.0
828392046,108,Teach Your Monster to Read,Teach Your Monster Ltd.,8.99,10985,Education,4.6436,219700.0,Education & Reference,False,199354.0
941143328,109,Five Nights at Freddy's 2,CLICKTEAM LLC USA,2.99,10805,Games,4.6348,216100.0,Games,False,197627.0
640564761,110,Stop Motion Studio Pro,"CATEATER, LLC",5.99,10857,Photo & Video,4.73224,217140.0,Photo and Video,False,195930.0
563082328,111,Military Retirement,LYNNFIELD LLC,5.99,10841,Finance,4.8441,216820.0,Business and Productivity,False,194264.0
363978811,112,Seconds Pro Interval Timer,Runloop Ltd,4.99,10775,Health & Fitness,4.79879,215500.0,Lifestyle and Health,False,192626.0
1189781891,113,Five Nights at Freddy's: SL,CLICKTEAM LLC USA,2.99,10752,Games,4.43322,215040.0,Games,False,191016.0
479662730,114,Grand Theft Auto III,"Rockstar Games, Inc.",4.99,10753,Games,4.56588,215060.0,Games,False,189434.0
1331393380,115,The House of Da Vinci 2,"Blue Brain Games, s.r.o.",4.99,10587,Games,4.82497,211740.0,Games,False,187879.0
307219387,116,BrainWave: 37 Binaural Series,Banzai Labs Inc.,5.99,10588,Health & Fitness,4.87316,211760.0,Lifestyle and Health,False,186350.0
357421934,117,PeakFinder,PeakFinder GmbH,4.99,10520,Travel,4.70589,210400.0,Travel and Navigation,False,184846.0
1342309192,118,Reigns: Game of Thrones,"Devolver Digital, Inc.",3.99,10155,Games,4.81841,203100.0,Games,False,183367.0
1479608271,119,Arcadia - Watch Games,Raffaele D'Amato,1.99,10062,Games,4.82399,201240.0,Games,False,181912.0
904278510,120,Hitman Sniper,Deca Live Operations GmbH,0.99,10036,Games,4.76186,200720.0,Games,False,180480.0
284980812,121,GoSkyWatch Planetarium,GoSoftWorks Development Co.,3.99,9949,Navigation,4.78158,198980.0,Travel and Navigation,False,179072.0
1389752090,122,Dead Cells,Playdigious,8.99,9934,Games,4.78317,198680.0,Games,False,177686.0
292628469,123,"Juxtaposer: cut, combine, edit",Pocket Pixels Inc.,4.99,9834,Photo & Video,4.90909,196680.0,Photo and Video,False,176322.0
1356167732,124,Escapists 2: Pocket Breakout,Team17 Digital Limited,0.99,9728,Games,4.71197,194560.0,Games,False,174979.0
1441797808,125,Screen Mirroring + Chromecast,Kraus und Karnath GbR 2Kit Consulting,6.99,9722,Utilities,3.81773,194440.0,Business and Productivity,False,173658.0
634675138,126,Recipe Gallery,Mike Davey,2.99,9608,Food & Drink,4.85512,192160.0,Lifestyle and Health,False,172356.0
335029050,127,Catan Classic,United Soft Media Verlag GmbH,4.99,9599,Games,3.76102,191980.0,Games,False,171075.0
1148321705,128,Bully: Anniversary Edition,"Rockstar Games, Inc.",6.99,9569,Games,4.74343,191380.0,Games,False,169813.0
1463795337,129,Screen Mirroring+ App,Kraus und Karnath GbR 2Kit Consulting,6.99,9590,Photo & Video,2.76705,191800.0,Photo and Video,False,168570.0
932747118,130,Shadowrocket,Shadow Launch Technology Limited,2.99,9621,Utilities,4.44808,192420.0,Business and Productivity,False,167346.0
443321291,131,CCW – Concealed Carry 50 State,Workman Consulting LLC,1.99,9447,Reference,4.84535,188940.0,Education & Reference,False,166139.0
868692227,132,Goat Simulator,Coffee Stain Publishing AB,6.99,9224,Games,4.45783,184480.0,Games,False,164951.0
894811756,133,PromptSmart Pro - Teleprompter,"Belleau Technologies, LLC",29.99,9088,Photo & Video,4.57613,181760.0,Photo and Video,False,163780.0
741990930,134,Walkout Song DJ,Joseph Vidunas,6.99,9137,Music,4.79315,182740.0,Entertainment & Music,False,162626.0
864880531,135,Civilization Revolution 2,"2K, INC.",4.99,8835,Games,4.24539,176700.0,Games,False,161488.0
561352659,136,Boondocking,William Modesitt,0.99,8834,Travel,4.56792,176680.0,Travel and Navigation,False,160367.0
1398182637,137,OneCast - Xbox Remote Play,Bitwise Solutions Limited,14.99,8794,Entertainment,4.48488,175880.0,Entertainment & Music,False,159262.0
298206806,138,iReal Pro,Technimo LLC,19.99,8700,Music,4.8624,174000.0,Entertainment & Music,False,158172.0
1297430468,139,Florence,"Annapurna Games, LLC",2.99,8617,Games,4.55309,172340.0,Games,False,157098.0
1179236591,140,Sleep Tracker ++,Vimo Labs Inc.,1.99,8557,Health & Fitness,4.404,171140.0,Lifestyle and Health,False,156038.0
927098908,141,Pro Camera by Moment,Moment Inc.,8.99,8566,Photo & Video,4.5739,171320.0,Photo and Video,False,154994.0
466388978,142,My Contacts Backup Pro,GLOBILE BILISIM BILGISAYAR HIZMETLERI ILETISIM DANISMANLIK SANAYI TICARET LIMITED SIRKETI,1.99,8521,Productivity,4.71494,170420.0,Business and Productivity,False,153963.0
549105915,143,True Skate,TRUE AXIS PTY LTD,1.99,8496,Games,3.81862,169920.0,Games,False,152946.0
1478611992,144,Farming Simulator 20,GIANTS Software GmbH,5.99,8479,Games,4.40182,169580.0,Games,False,151944.0
1093924230,145,iAnnotate 4 — PDFs & more,"Branchfire, Inc.",9.99,8477,Productivity,4.73092,169540.0,Business and Productivity,False,150954.0
1508720931,146,Meditation by Soothing Pod,Miinu Limited,14.99,8422,Health & Fitness,4.79613,168440.0,Lifestyle and Health,False,149978.0
392538848,147,ToonCamera,Code Organa LLC,4.99,8400,Photo & Video,4.76345,168000.0,Photo and Video,False,149015.0
482303584,148,PDG PROmote 2023-2025,"DeCesha, Inc.",34.99,8388,Education,4.80532,167760.0,Education & Reference,False,148064.0
1459520638,149,Wingspan: The Board Game,Monster Couch sp. z o.o.,9.99,8540,Games,4.83431,170800.0,Games,False,147126.0
694647259,150,ProCamera. Professional Camera,Cocologics GmbH,24.99,8394,Photo & Video,4.73719,167880.0,Photo and Video,False,146200.0
483241160,151,TimePassages Pro,AstroGraph Software,29.99,8152,Lifestyle,4.89438,163040.0,Lifestyle and Health,False,145286.0
593306620,152,Units Plus Converter,Alan Mrvica,6.99,8069,Utilities,4.85562,161380.0,Business and Productivity,False,144383.0
1261834568,153,Shadow Fight 2 Special Edition,Nekki Limited,4.99,8095,Games,4.71526,161900.0,Games,False,143492.0
453571750,154,Knots 3D,David Boren,5.99,8209,Reference,4.89865,164180.0,Education & Reference,False,142612.0
1610947489,155,Poppy Playtime Chapter 1,"Mob Entertainment, Inc",2.99,8060,Games,4.48374,161200.0,Games,False,141744.0
401533966,156,eWeather HD - Weather & Alerts,Elecont LLC,3.99,8020,Weather,4.68466,160400.0,Travel and Navigation,False,140886.0
410148139,157,NOAA Weather Radio,Christopher Coudriet,4.99,7928,Weather,4.22742,158560.0,Travel and Navigation,False,140038.0
335709058,158,Stylebook,"left brain / right brain, LLC",4.99,7842,Lifestyle,4.66831,156840.0,Lifestyle and Health,False,139202.0
463565130,159,⋆Solitaire+,"Playstudios, Inc.",11.99,7818,Games,4.71949,156360.0,Games,False,138375.0
430234732,160,Site Audit Pro,Veam Studios Ltd,12.9,7743,Productivity,4.82629,154860.0,Business and Productivity,False,137558.0
1273547462,161,Whole Eats,Finnsane Productions LLC,2.99,7682,Health & Fitness,4.40263,153640.0,Lifestyle and Health,False,136752.0
1114127463,162,Reigns,"Devolver Digital, Inc.",2.99,7604,Games,4.76013,152080.0,Games,False,135955.0
557405467,163,Network Analyzer Pro,Jiri Techet,3.99,7597,Utilities,4.77057,151940.0,Business and Productivity,False,135167.0
388857410,164,Blackjack & Card Counting Pro,Blackjack Apprenticeship,4.99,7646,Games,4.83822,152920.0,Games,False,134389.0
529092671,165,WhoSampled,WhoSampled.com Limited,3.99,7559,Music,4.85712,151180.0,Entertainment & Music,False,133620.0
478293637,166,Anytune Pro+,Anytune Inc.,14.99,7317,Music,4.88001,146340.0,Entertainment & Music,False,132860.0
973482987,167,Five Nights at Freddy's 3,CLICKTEAM LLC USA,2.99,7207,Games,4.54114,144140.0,Games,False,132109.0
1111420122,168,Hear My Baby Heart beat App,Fat Cigar Productions Ltd,5.99,7109,Medical,3.86566,142180.0,Lifestyle and Health,False,131367.0
1135992985,169,TV Cast Pro for Chromecast,Kraus und Karnath GbR 2Kit Consulting,6.99,7145,Photo & Video,4.30553,142900.0,Photo and Video,False,130633.0
1125003546,170,TV Cast Pro for Fire TV,Kraus und Karnath GbR 2Kit Consulting,6.99,7043,Photo & Video,3.76303,140860.0,Photo and Video,False,129907.0
404990064,171,SkyView,Terminal Eleven LLC,2.99,6977,Education,4.59194,139540.0,Education & Reference,False,129190.0
1361473095,172,MuseDash,"HasuHasu Co.,Ltd.",2.99,7226,Games,4.87822,144520.0,Games,False,128481.0
634158738,173,e-Sword LT: Bible Study to Go,Richard Meyers,3.99,6862,Reference,4.84028,137240.0,Education & Reference,False,127779.0
1044950341,174,Streaks Workout,Crunchy Bagel Pty Ltd,4.99,6805,Health & Fitness,4.76253,136100.0,Lifestyle and Health,False,127086.0
510461370,175,Bike Race Pro: Motor Racing,"Wildlife Studios, Inc",0.99,6756,Games,4.82829,135120.0,Games,False,126400.0
1115022026,176,The Secret To Money,Creste LLC,4.99,6638,Lifestyle,4.83368,132760.0,Lifestyle and Health,False,125722.0
1353471030,177,Terraforming Mars,Asmodee Digital,4.99,6620,Games,4.50816,132400.0,Games,False,125052.0
494333145,178,Accounts 2 Checkbook,Steve Tran,3.99,6592,Finance,4.56478,131840.0,Business and Productivity,False,124388.0
563960217,179,Blackbird!,Robert Wilson,1.99,6465,Games,4.74277,129300.0,Games,False,123732.0
727544019,180,Street Kart #1 Go Kart Game,Fat Cigar Productions Ltd,4.99,6401,Games,4.68817,128020.0,Games,False,123083.0
1599230728,181,Solar Snap,Rise Up Games,1.99,6363,Photo & Video,4.67861,127260.0,Photo and Video,False,122441.0
427341961,182,Birthday Reminder Pro+,"FunPokes, Inc.",0.99,6326,Social Networking,4.76494,126520.0,Social Networking and Communication,True,121806.0
301154120,183,Cribbage Premium,WildCard Classics Inc,2.99,6336,Games,4.69697,126720.0,Games,False,121178.0
285994151,184,:) Sudoku +,Jason Linhart,2.99,6330,Games,4.86714,126600.0,Games,False,120556.0
1492218078,185,CDOT Colorado Road Conditions,"LW Brands, LLC",2.99,6302,Navigation,4.54934,126040.0,Travel and Navigation,False,119941.0
608540795,186,Tunable – Tuner & Metronome,Seth Sandler,7.99,6281,Music,4.81866,125620.0,Entertainment & Music,False,119332.0
304871603,187,Color Splash,Pocket Pixels Inc.,1.99,6262,Photo & Video,4.86298,125240.0,Photo and Video,False,118729.0
1319618742,188,Getting Over It,Bennett Foddy,4.99,6268,Games,4.29866,125360.0,Games,False,118133.0
1187265767,189,Monument Valley 2,ustwo Games Ltd,3.99,6257,Games,4.45597,125140.0,Games,False,117543.0
1199551273,190,b-hyve pro,Hydro-Rain INC.,9.99,6319,Lifestyle,4.66071,126380.0,Lifestyle and Health,False,116959.0
1498550832,191,ASCCP Management Guidelines,American Society for Colposcopy and Cervical Pathology,9.99,6264,Medical,4.77139,125280.0,Lifestyle and Health,False,116381.0
679454835,192,Rarevision VHS - Retro 80s Cam,Rarevision LLC,4.99,6226,Photo & Video,4.6664,124520.0,Photo and Video,False,115808.0
1622869542,193,Kingdom Rush 5: Alliance TD,Ironhide S.A.,6.99,6784,Games,4.85584,135680.0,Games,False,115242.0
351986992,194,StarMap 3D+ Plus,Edward Sanville,2.99,6184,Education,4.83441,123680.0,Education & Reference,False,114681.0
497880658,195,J23 - Release Dates & Restocks,"Plan23, LLC",1.99,6165,Sports,4.71809,123300.0,Lifestyle and Health,False,114126.0
1453875289,196,Hyper Light Drifter,Abylight SL,4.99,6177,Games,4.87389,123540.0,Games,False,113576.0
1502228408,197,75 Hard,"44Seven Media, LLC",6.99,6121,Health & Fitness,4.6414,122420.0,Lifestyle and Health,False,113032.0
673120263,198,Step Out! Smart Alarm Clock,Phuong Dong Do,2.99,6100,Lifestyle,4.05344,122000.0,Lifestyle and Health,False,112493.0
406150030,199,Word Lookup Pro,Peter Hunt,4.99,6105,Games,4.79361,122100.0,Games,False,111959.0
1464645812,200,Company of Heroes,Feral Interactive Ltd,13.99,6093,Games,4.75692,121860.0,Games,False,111431.0
687421118,201,Buddhify: Guided Meditation,Whistle Studios LLC,4.99,5992,Health & Fitness,4.7515,119840.0,Lifestyle and Health,False,110907.0
608515289,202,Weather Mate Pro - Forecast,DylogicApps Pvt Ltd,7.99,5958,Weather,4.66918,119160.0,Travel and Navigation,False,110389.0
830544402,203,Leo's Fortune,1337 & Senri LLC,4.99,5949,Games,4.74214,118980.0,Games,False,109875.0
435352951,204,PROmote - Army Study Guide,"DeCesha, Inc.",5.99,5915,Education,4.75317,118300.0,Education & Reference,False,109367.0
1642601792,205,The Past Within,Rusty Lake B.V.,2.99,6000,Games,4.8695,120000.0,Games,False,108863.0
1456547302,206,A Dance of Fire and Ice,7th Beat Games S.A.C.,1.99,5958,Games,4.81655,119160.0,Games,False,108364.0
611436052,207,Star Wars: KOTOR,Aspyr Media (iDP),9.99,5857,Games,4.26736,117140.0,Games,False,107870.0
1242467844,208,TONALY: Write & Practice Songs,Christian Hengst,12.99,5856,Music,4.77647,117120.0,Entertainment & Music,False,107380.0
299466740,209,Backgammon Premium,WildCard Classics Inc,2.99,5852,Games,4.56032,117040.0,Games,False,106895.0
458535809,210,Calculator ∞,An Truong,5.99,5776,Education,4.68905,115520.0,Education & Reference,False,106415.0
1126056361,211,TV Cast Pro for Roku,Kraus und Karnath GbR 2Kit Consulting,6.99,5756,Photo & Video,4.2976,115120.0,Photo and Video,False,105939.0
728293409,212,Monument Valley,ustwo Games Ltd,3.99,5727,Games,4.67662,114540.0,Games,False,105467.0
487024834,213,⋆Spider Solitaire+,Brainium Studios LLC,11.99,5703,Games,4.80589,114060.0,Games,False,104999.0
284942719,214,Universalis,Universalis Publishing Limited,9.99,5750,Lifestyle,4.91617,115000.0,Lifestyle and Health,False,104536.0
1254864644,215,Nexomon,LIME TURTLE INC,0.99,5599,Games,4.75049,111980.0,Games,False,104077.0
1346580540,216,Motorsport Manager Mobile 3,Playsport Games Ltd,1.99,5554,Games,4.88657,111080.0,Games,False,103622.0
1465749734,217,THE GAME OF LIFE: Road Trip,Marmalade Game Studio Limited,1.99,5555,Games,4.70981,111100.0,Games,False,103171.0
499470113,218,FE File Explorer Pro,"Skyjos Co., Ltd.",4.99,5556,Utilities,4.72642,111120.0,Business and Productivity,False,102724.0
881270303,219,XCOM: Enemy Within,"2K, INC.",4.99,5486,Games,4.33904,109720.0,Games,False,102282.0
585259203,220,Super Stickman Golf 2,Noodlecake Studios Inc,0.99,5456,Games,4.59989,109120.0,Games,False,101843.0
891194610,221,Earn to Die 2,Not Doppler Pty Limited,0.29,5459,Games,4.66239,109180.0,Games,False,101408.0
852197796,222,Red Ball 4,FDG Entertainment GmbH & Co.KG,1.99,5516,Games,4.73677,110320.0,Games,False,100976.0
1499849161,223,Ultimate Custom Night,CLICKTEAM LLC USA,2.99,5445,Games,4.62259,108900.0,Games,False,100549.0
306628397,224,Phrase Party! — Guess Phrases,logan sease,1.99,5408,Games,4.71209,108160.0,Games,False,100125.0
1568551599,225,1000 Hours Outside,Team Yurich LLC,3.99,5394,Lifestyle,4.81109,107880.0,Lifestyle and Health,False,99705.0
494472589,226,eZy Watermark Photos Pro,Whizpool,5.99,5381,Photo & Video,4.78982,107620.0,Photo and Video,False,99288.0
302981385,227,Spite & Malice,WildCard Classics Inc,2.99,5388,Games,4.73404,107760.0,Games,False,98875.0
1477203766,228,Total War: MEDIEVAL II,Feral Interactive Ltd,14.99,5415,Games,4.87036,108300.0,Games,False,98466.0
315322445,229,Lexulous Word Game,RJS Tech Solutions LLP,1.99,5343,Games,4.70092,106860.0,Games,False,98060.0
932128168,230,Stick Nodes Pro - Animator,"ForTheLoss Games, Inc",3.99,5274,Entertainment,4.79484,105480.0,Entertainment & Music,False,97657.0
918997182,231,EvoCreo: Pocket Monster Like,ilmfinity LLC,2.99,5226,Games,4.67929,104520.0,Games,False,97258.0
884153085,232,"Remote, Mouse & Keyboard Pro",Evgeny Cherpak,10.0,5122,Utilities,4.74873,102440.0,Business and Productivity,False,96863.0
492076105,233,iCalendar,"Symfonies, Inc.",2.99,5122,Productivity,4.7294,102440.0,Business and Productivity,False,96470.0
938922963,234,pwSafe 2 - Password Safe,Huvisoft B.V.,2.99,5091,Utilities,4.75093,101820.0,Business and Productivity,False,96081.0
317703490,235,Flight Update Pro,"Silverware Software, LLC",2.99,5077,Travel,4.53733,101540.0,Travel and Navigation,False,95695.0
347400507,236,Pocket Yoga,"Rainfrog, LLC",2.99,5049,Health & Fitness,4.76986,100980.0,Lifestyle and Health,False,95312.0
1252035454,237,SIMULACRA,KAIGAN GAMES OUe,4.99,5033,Games,4.86986,100660.0,Games,False,94932.0
966245474,238,Through the Ages,CGE Digital s.r.o.,6.99,5013,Games,4.88231,100260.0,Games,False,94556.0
1234214894,239,Ravit - Ravelry on the hop,Enhancient Pty. Ltd.,4.99,5002,Lifestyle,4.82487,100040.0,Lifestyle and Health,False,94182.0
1557908115,240,Tik Watch,BEST SOCIAL APPS DEVELOPMENT LTD,0.99,5006,Social Networking,4.37115,100120.0,Social Networking and Communication,True,93812.0
