app_id,category,country,advisories,kind,trackContentRating,averageUserRatingForCurrentVersion,averageUserRating,trackCensoredName,fileSizeBytes,sellerUrl,formattedPrice,contentAdvisoryRating,artistId,artistName,genres,price,primaryGenreName,primaryGenreId,bundleId,releaseDate,trackId,trackName,genreIds,isVppDeviceBasedLicensingEnabled,sellerName,currency,version,wrapperType,userRatingCount,outside_good,in_app,downloads
573192227.0,6011.0,au,,software,4+,4.59438,4.59438,CloudBeats: Cloud Music Player,43654144.0,,$14.99,4+,426901819.0,Roman Burda,"Music,Entertainment",14.99,Music,6011.0,com.willenapps.cloudplayer,2012-11-05T05:09:59Z,573192227.0,CloudBeats: Cloud Music Player,"6011,6016",True,Roman Burda,AUD,2.55.10,software,249.0,Music,True,5170.648813076293
335047649.0,6000.0,fr,,software,4+,4.24817,4.24817,ScanBizCards,183088128.0,https://www.scanbizcards.com/,"0,99 €",4+,335047652.0,ScanBiz Mobile Solutions L.P.,"Économie et entreprise,Productivité",0.99,Business,6000.0,com.photoscanmobile.photoscan,2009-10-28T20:15:08Z,335047649.0,ScanBizCards,"6000,6007",True,ScanBiz Mobile Solutions L.P.,EUR,9.9.8,software,137.0,Business,False,2748.9701705640637
1645791169.0,7015.0,us,,software,4+,4.90341,4.90341,Pocket GM 3: Football Sim,55886848.0,,$2.99,4+,1480685815.0,Jonathan Howell,"Games,Simulation,Sports,Sports",2.99,Games,6014.0,com.pocketgm.PGM22,2022-12-24T08:00:00Z,1645791169.0,Pocket GM 3: Football Sim,"6014,7015,7016,6004",True,Jonathan Howell,USD,1.4.3,software,2847.0,Games,False,56852.32364195539
469067434.0,6013.0,se,,software,4+,4.64839,4.64839,Daglig Workouts,102338560.0,http://dailyworkoutapps.com,"399,00 kr",4+,329427288.0,"Daily Workout Apps, LLC","Hälsa och motion,Livsstil",399.0,Health & Fitness,6013.0,com.danielmiller.dailyworkout,2011-11-01T01:08:22Z,469067434.0,Daglig Workouts,"6013,6012",True,"Daily Workout Apps, LLC",SEK,6.45,software,310.0,Health & Fitness,False,12819.935535179373
1242757451.0,7002.0,jp,,software,4+,3.32857,3.32857,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀,1052934144.0,,"¥2,000",4+,555947952.0,Level-5 Inc.,"ゲーム,パズル,アドベンチャー,エンターテインメント",2000.0,Games,6014.0,com.Level5.LaytonMJ,2017-07-19T21:08:41Z,1242757451.0,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀,"6014,7012,7002,6016",True,Level-5 Inc.,JPY,2.0.0,software,280.0,Games,False,5611.144718168085
806064177.0,7006.0,jp,"頻繁／極度なアニメまたはファンタジーバイオレンス,頻繁／極度な擬似ギャンブル",software,17+,2.59848,2.59848,SLOTバジリスク～甲賀忍法帖～絆,1572831232.0,,"¥1,100",17+,364543998.0,Universal Entertainment Corporation,"ゲーム,シミュレーション,カジノ,エンターテインメント",1100.0,Games,6014.0,com.universal777.arz214,2014-02-21T02:57:03Z,806064177.0,SLOTバジリスク～甲賀忍法帖～絆,"6014,7015,7006,6016",True,Universal Entertainment Corporation,JPY,2.0.2,software,2244.0,Games,False,45498.794737728844
1356167732.0,6014.0,fr,Scènes rares/modérées de violence (animation ou fantastique),software,9+,4.63353,4.63353,Escapists 2: Pocket Breakout,1496187904.0,http://www.team17.com/,"0,99 €",9+,321369234.0,Team17 Digital Limited,"Jeux,Divertissement,Simulation,Stratégie",0.99,Games,6014.0,com.Team17.TheEscapists2,2019-01-31T08:00:00Z,1356167732.0,Escapists 2: Pocket Breakout,"6014,6016,7015,7017",True,Team17 Digital Limited,EUR,1.11,software,513.0,Games,False,10724.6087349475
1389771232.0,6007.0,nl,,software,4+,3.7193,3.7193,PLANBELLA - Planner App,48050176.0,http://www.planbella.com,"€ 9,99",4+,1147661116.0,Netzinkubator Software GmbH,"Productiviteit,Lifestyle",9.99,Productivity,6007.0,com.foreverjune.app,2019-12-04T08:00:00Z,1389771232.0,PLANBELLA - Planner App,"6007,6012",True,Netzinkubator Software GmbH,EUR,2.6.8,software,57.0,Productivity,True,1140.0740595846266
1309035984.0,7009.0,gb,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References",software,12+,4.63989,4.63989,Passpartout: Starving Artist,433207296.0,http://www.flamebaitgames.com/presskit/,£4.99,12+,1044979596.0,Flamebait AB,"Games,Simulation,Family,Education",4.99,Games,6014.0,com.FlamebaitGames.Passpartout,2017-11-30T18:59:26Z,1309035984.0,Passpartout: Starving Artist,"6014,7015,7009,6017",True,Flamebait AB,GBP,1.31,software,361.0,Games,False,7279.317061260855
456244246.0,7009.0,it,,software,4+,4.76123,4.76123,Blueprint 3D,100446208.0,https://www.fdg-entertainment.com/games/blueprint-3d/,"0,99 €",4+,669512574.0,FDG Entertainment GmbH & Co.KG,"Giochi,Rompicapo,Famiglia",0.99,Games,6014.0,com.FDGEntertainment.Blueprint,2011-11-10T08:00:00Z,456244246.0,Blueprint 3D,"6014,7012,7009",True,FDG Entertainment GmbH & Co.KG,EUR,2.0.1.3,software,1893.0,Games,True,41303.08899429169
941143328.0,7015.0,au,"Infrequent/Mild Cartoon or Fantasy Violence,Frequent/Intense Horror/Fear Themes",software,12+,4.61252,4.61252,Five Nights at Freddy's 2,123525120.0,,$4.99,12+,1438432084.0,CLICKTEAM LLC USA,"Games,Strategy,Simulation",4.99,Games,6014.0,com.scottgames.fnaf2,2014-11-20T05:08:48Z,941143328.0,Five Nights at Freddy's 2,"6014,7017,7015",True,CLICKTEAM LLC USA,AUD,2.0.5,software,862.0,Games,True,19722.17457615987
1170135668.0,7004.0,gr,Infrequent/Mild Horror/Fear Themes,software,9+,4.84615,4.84615,Mysterium: A Psychic Clue Game,1399212032.0,http://www.asmodee-digital.com/mysterium,"3,99 €",9+,1135862620.0,TWIN SAILS INTERACTIVE,"Games,Board,Entertainment,Family",3.99,Games,6014.0,com.asmodee-digital.mysterium,2017-01-12T09:37:15Z,1170135668.0,Mysterium: A Psychic Clue Game,"6014,7004,6016,7009",True,Asmodee Digital,EUR,2.3.6,software,13.0,Games,True,378.72653494807116
775888026.0,7009.0,nl,,software,4+,4.72222,4.72222,Shadowmatic,406824960.0,https://www.shadowmatic.com/,"€ 3,99",4+,775888029.0,TRIADA Studio,"Games,Gezin,Puzzel",3.99,Games,6014.0,com.triadastudio.Shadowmatic,2015-01-15T00:39:19Z,775888026.0,Shadowmatic,"6014,7009,7012",True,TRIADA Studio LLC,EUR,2.5.2,software,54.0,Games,True,1081.2790248749966
401818935.0,6000.0,gb,,software,4+,4.79099,4.79099,Genius Scan Enterprise - PDF,66843648.0,https://www.thegrizzlylabs.com,£49.99,4+,377672879.0,The Grizzly Labs,"Business,Productivity",49.99,Business,6000.0,com.thegrizzlylabs.GeniusScanPro,2010-12-16T04:48:12Z,401818935.0,Genius Scan Enterprise - PDF,"6000,6007",True,The Grizzly Labs,GBP,7.21.2,software,1287.0,Business,True,46831.173683789704
1642601792.0,6014.0,gr,"Infrequent/Mild Cartoon or Fantasy Violence,Infrequent/Mild Realistic Violence,Infrequent/Mild Horror/Fear Themes",software,12+,4.84375,4.84375,The Past Within,397400064.0,http://www.rustylake.com/,"2,99 €",12+,979777164.0,Rusty Lake,"Games,Puzzle,Adventure",2.99,Games,6014.0,com.RustyLake.ThePastWithin,2022-11-02T07:00:00Z,1642601792.0,The Past Within,"6014,7012,7002",True,Rusty Lake B.V.,EUR,1.4,software,64.0,Games,False,1306.055632497694
363360636.0,6010.0,au,,software,4+,4.1195,4.1195,Ship Finder,40321024.0,http://www.pinkfroot.com,$7.99,4+,319726822.0,pinkfroot limited,"Navigation,Travel",7.99,Navigation,6010.0,com.pinkfroot.BIGSHIPS,2010-04-01T20:59:01Z,363360636.0,Ship Finder,"6010,6003",True,pinkfroot limited,AUD,9.2.2,software,1113.0,Navigation,False,32082.55689038268
1344548665.0,7003.0,kr,,software,4+,4.70232,4.70232,리틀베리숲이야기,230301696.0,http://goo.gl/oiGR6C,"￦1,100",4+,1344548664.0,YoungJun Park,"게임,어드벤처,교육,캐주얼",1100.0,Games,6014.0,com.LittleBerryGames.ForestStory,2018-03-07T00:31:48Z,1344548665.0,리틀베리숲이야기,"6014,7002,6017,7003",True,YoungJun Park,KRW,1.35,software,1468.0,Games,False,29429.214080316167
363978811.0,6013.0,fr,,software,4+,4.73076,4.73076,Seconds Pro Interval Timer,97848320.0,https://www.intervaltimer.com,"5,99 €",4+,325563420.0,Runloop Ltd,"Forme et santé,Utilitaires",5.99,Health & Fitness,6013.0,com.runloop.seconds,2010-07-13T23:11:19Z,363978811.0,Seconds Pro Interval Timer,"6013,6002",True,Runloop Ltd,EUR,3.22.3,software,260.0,Health & Fitness,False,5217.339594678332
1044950341.0,6013.0,gr,,software,4+,4.59999,4.59999,Streaks Workout,97695744.0,https://streaksworkout.app,"5,99 €",4+,1084571682.0,Crunchy Bagel,Health & Fitness,5.99,Health & Fitness,6013.0,com.streaksapp.streaks.workout,2015-10-26T18:57:28Z,1044950341.0,Streaks Workout,6013,True,Crunchy Bagel Pty Ltd,EUR,7.0.2,software,70.0,Health & Fitness,False,1400.67253298914
1204902987.0,7012.0,kr,,software,4+,4.46047,4.46047,Old Man's Journey,1735549952.0,http://oldmansjourney.com,"￦6,600",4+,394127428.0,Broken Rules,"게임,퍼즐,어드벤처",6600.0,Games,6014.0,es.brokenrul.oldmansjourney,2017-05-18T01:19:50Z,1204902987.0,Old Man's Journey,"6014,7012,7002",True,Broken Rules Interactive Media GmbH,KRW,1.15,software,291.0,Games,False,5900.496142105308
1136232806.0,6008.0,fr,Accès au Web non contrôlé.,software,17+,3.99281,3.99281,TV Cast Pro for Google Cast,41018368.0,https://video-tv-cast.com/google-cast,"7,99 €",17+,477998014.0,Kraus und Karnath GbR 2Kit Consulting,"Photo et vidéo,Divertissement",7.99,Photo & Video,6008.0,de.2kit.cast-browser-nexus-player-pro,2016-07-28T18:29:35Z,1136232806.0,TV Cast Pro for Google Cast,"6008,6016",True,Kraus und Karnath GbR 2Kit Consulting,EUR,3.6,software,278.0,Photo & Video,False,5573.188668469492
1078507750.0,6017.0,jp,,software,4+,4.61191,4.61191,漢字検定・漢検漢字トレーニングDX,43418624.0,https://www.studyswitch.co.jp/?appstore,"¥1,200",4+,1368900403.0,"StudySwitch, Inc.","教育,辞書／辞典／その他",1200.0,Education,6017.0,jp.co.gakkonet.quizninjakankendx,2016-01-28T20:26:55Z,1078507750.0,漢字検定・漢検漢字トレーニングDX,"6017,6006",True,"StudySwitch, Inc.",JPY,7.24.0,software,1711.0,Education,False,34146.80914129718
1437669537.0,7001.0,se,"Ofta förekommande/intensiva skräckteman.,Tecknat eller fantasy med inslag av ofta förekommande/intensivt våld.",software,12+,4.65333,4.65333,Bendy and the Ink Machine,973356032.0,https://www.joeydrewstudios.com/batim,"99,00 kr",12+,1276738965.0,Joey Drew Studios Inc.,"Spel,Äventyr,Underhållning,Action",99.0,Games,6014.0,com.jds.batim,2018-12-21T08:00:00Z,1437669537.0,Bendy and the Ink Machine,"6014,7002,6016,7001",True,Joey Drew Studios Inc.,SEK,1.1.4,software,75.0,Games,False,1523.6218592139717
1109489005.0,6017.0,us,,software,4+,4.79899,4.79899,ASA's Sailing Challenge,435407872.0,https://asa.com/sailing-challenge-app,$3.99,4+,387179854.0,American Sailing Association,"Education,Simulation,Games,Sports",3.99,Education,6017.0,com.ASA.SailingGame,2016-07-30T16:50:39Z,1109489005.0,ASA's Sailing Challenge,"6017,7015,6014,7016",True,American Sailing Association,USD,4.1.0,software,2562.0,Education,True,51166.50338815104
429394638.0,6001.0,fr,,software,4+,4.68954,4.68954,PocketGrib,38693888.0,http://pocketgrib.com,"6,99 €",4+,429394641.0,Nicko Brennan,"Météo,Navigation",6.99,Weather,6001.0,com.nickobrennan.PocketGrib,2011-04-06T21:43:55Z,429394638.0,PocketGrib,"6001,6010",True,Nicholas Brennan,EUR,1.2.11,software,306.0,Weather,False,6156.7401675085885
1010999283.0,7014.0,au,Infrequent/Mild Cartoon or Fantasy Violence,software,9+,4.29744,4.29744,Ultimate Horse Simulator,155377664.0,,$1.99,9+,698937431.0,Gluten Free Games,"Games,Simulation,Education,Role-Playing",1.99,Games,6014.0,com.glutenfreegames.horsesimulatortwo,2015-10-17T03:46:07Z,1010999283.0,Ultimate Horse Simulator,"6014,7015,6017,7014",True,Gluten Free Games LLC,AUD,1.1,software,195.0,Games,False,3917.0459549217426
1164801111.0,6013.0,it,,software,4+,4.60641,4.60641,AutoSleep: Tracker per Watch,47072256.0,https://autosleepapp.tantsissa.com/home,"6,99 €",4+,861650887.0,Tantsissa,"Salute e benessere,Medicina",6.99,Health & Fitness,6013.0,com.tantsissa.AutoSleep,2016-12-20T04:18:30Z,1164801111.0,AutoSleep: Tracker per Watch,"6013,6020",True,TANTSISSA HOLDINGS PTY LTD,EUR,6.11.2,software,2340.0,Health & Fitness,False,100046.64517363382
1573482724.0,7014.0,fr,"Simulations rares/modérées de jeu de hasard,Scènes rares/modérées réservées aux adultes (suggestives)",software,12+,4.60185,4.60185,Coffee Inc 2,363744256.0,https://www.sidelabs.com/coffeeinc2,"1,99 €",12+,1455696606.0,Side Labs LLC,"Jeux,Économie et entreprise,Jeux de rôle,Simulation",1.99,Games,6014.0,com.sidelabs.Denver,2021-11-29T08:00:00Z,1573482724.0,Coffee Inc 2,"6014,6000,7014,7015",True,Side Labs LLC,EUR,13.1,software,432.0,Games,True,8978.014763371988
973482987.0,7015.0,se,"Ofta förekommande/intensiva skräckteman.,Tecknat eller fantasy med inslag av ofta förekommande/intensivt våld.,Sporadiskt förekommande/nedtonat olämpligt språk eller rå humor.",software,12+,4.53846,4.53846,Five Nights at Freddy's 3,71235584.0,,"39,00 kr",12+,1438432084.0,CLICKTEAM LLC USA,"Spel,Simulering,Action",39.0,Games,6014.0,com.scottgames.fivenights3,2015-03-12T01:37:14Z,973482987.0,Five Nights at Freddy's 3,"6014,7015,7001",True,CLICKTEAM LLC USA,SEK,2.0.2,software,91.0,Games,False,1921.4334363247485
326082487.0,6013.0,au,,software,4+,4.69892,4.69892,Food Additives Checker,7040000.0,http://enumbersapp.com/en/,$2.99,4+,326082490.0,TappyTaps s.r.o.,"Health & Fitness,Lifestyle",2.99,Health & Fitness,6013.0,RUA327PW4G.jindrichsarson.ecka,2009-08-14T01:47:35Z,326082487.0,Food Additives Checker,"6013,6012",True,TappyTaps s.r.o.,AUD,5.1.0,software,186.0,Health & Fitness,False,11307.532809238386
427714758.0,6015.0,fr,,software,4+,4.70476,4.70476,Currency+ (Currency Converter),46091264.0,http://www.jumpgapsoftware.com,"1,99 €",4+,356003751.0,James Spencer,"Finance,Voyages",1.99,Finance,6015.0,com.jumpgapsoftware.currency,2011-04-01T21:19:52Z,427714758.0,Currency+ (Currency Converter),"6015,6003",True,James Spencer,EUR,6.5.2,software,105.0,Finance,False,4073.34761601526
1304177471.0,6008.0,us,,software,4+,4.73941,4.73941,Superimpose X,287427584.0,http://www.superimposeapp.com,$4.99,4+,1453844207.0,Pankaj Goswami,"Photo & Video,Entertainment",4.99,Photo & Video,6008.0,com.superimposeapp.superimposex,2017-12-16T00:46:47Z,1304177471.0,Superimpose X,"6008,6016",True,Pankaj Goswami,USD,3.10.0,software,2786.0,Photo & Video,False,56062.54280949539
598581396.0,6014.0,kr,드문/경미한 만화 또는 비현실적 폭력,software,9+,4.87802,4.87802,Kingdom Rush Frontiers TD,188880896.0,http://www.ironhidegames.com,"￦3,300",9+,558612918.0,Ironhide S.A.,"게임,엔터테인먼트,전략,액션",3300.0,Games,6014.0,com.ironhidegames.frontiers,2013-06-05T21:45:55Z,598581396.0,Kingdom Rush Frontiers TD,"6014,6016,7017,7001",True,Ironhide S.A.,KRW,6.1.25,software,4927.0,Games,True,113474.43455000271
503190232.0,7012.0,se,,software,4+,4.26316,4.26316,Bridge Constructor,233498624.0,http://www.bridgeconstructor.com,"9,00 kr",4+,503190235.0,Headup GmbH,"Spel,Underhållning,Simulering,Pussel",9.0,Games,6014.0,com.headupgames.bridgeconstructor,2012-05-23T07:00:00Z,503190232.0,Bridge Constructor,"6014,6016,7015,7012",True,Headup GmbH,SEK,13.1,software,57.0,Games,True,1269.1259783946475
307219387.0,6013.0,au,,software,4+,4.80342,4.80342,Brain Wave: 35 Binaural Series,169077760.0,https://www.banzailabs.com/binaural-brainwave-entrainment-apps-focus-sleep-relax-meditate.html,$9.99,4+,305909501.0,Banzai Labs,"Health & Fitness,Lifestyle",9.99,Health & Fitness,6013.0,com.banzaiabs.BrainWave,2009-03-27T01:54:20Z,307219387.0,Brain Wave: 35 Binaural Series,"6013,6012",True,Banzai Labs Inc.,AUD,10.0.3,software,585.0,Health & Fitness,False,12861.604817085534
1575414319.0,6014.0,nl,Soms/Mild animatiegeweld of fictief geweld,software,9+,4.875,4.875,Dune: Imperium,616516608.0,https://www.direwolfdigital.com/dune-imperium-digital,"€ 11,99",9+,815343758.0,Dire Wolf Digital,"Games,Bordspel,Strategie",11.99,Games,6014.0,com.direwolfdigital.dune,2024-03-13T07:00:00Z,1575414319.0,Dune: Imperium,"6014,7004,7017",True,Dire Wolf Digital LLC,EUR,2.1,software,104.0,Games,True,2093.5261385929393
904737816.0,7001.0,es,Violencia en dibujos animados o en imágenes fantásticas poco frecuente/moderada,software,9+,4.87077,4.87077,Kingdom Rush Origins TD,220588032.0,https://www.ironhidegames.com/Games/kingdom-rush-origins,"2,99 €",9+,558612918.0,Ironhide S.A.,"Juegos,Estrategia,Acción,Entretenimiento",2.99,Games,6014.0,com.ironhidegames.kingdomrush.elves,2014-11-20T08:00:00Z,904737816.0,Kingdom Rush Origins TD,"6014,7017,7001,6016",True,Ironhide S.A.,EUR,6.1.25,software,325.0,Games,True,7423.1369452670115
1084143351.0,6000.0,fr,,software,4+,4.53846,4.53846,Tap Forms Organizer 5 Database,49168384.0,https://www.tapforms.com,"19,99 €",4+,291405314.0,Tap Zapp Software Inc.,"Économie et entreprise,Productivité",19.99,Business,6000.0,com.tapzapp.tapforms,2016-08-20T04:58:45Z,1084143351.0,Tap Forms Organizer 5 Database,"6000,6007",True,Tap Zapp Software Inc.,EUR,5.3.37,software,156.0,Business,False,3477.18013312735
1500241909.0,6015.0,gr,,software,4+,4.16667,4.16667,iFinance 5,53825536.0,https://www.syniumsoftware.com/ifinance,"19,99 €",4+,284959715.0,Synium Software GmbH,"Finance,Productivity",19.99,Finance,6015.0,com.syniumsoftware.ifinance5,2022-07-18T07:00:00Z,1500241909.0,iFinance 5,"6015,6007",True,Synium Software GmbH,EUR,5.2.9,software,12.0,Finance,True,240.0373681790794
1044950341.0,6013.0,es,,software,4+,4.61506,4.61506,Streaks Workout,97695744.0,https://streaksworkout.app,"5,99 €",4+,1084571682.0,Crunchy Bagel,Salud y forma física,5.99,Health & Fitness,6013.0,com.streaksapp.streaks.workout,2015-10-26T18:57:28Z,1044950341.0,Streaks Workout,6013,True,Crunchy Bagel Pty Ltd,EUR,7.0.2,software,478.0,Health & Fitness,False,9559.023364392573
710500458.0,6006.0,se,,software,4+,4.75635,4.75635,Kyrkoåret,96277504.0,http://www.kyrkoarsappen.se,"49,00 kr",4+,493806819.0,Fjellander Media,"Referens,Livsstil",49.0,Reference,6006.0,se.fjellandermedia.kyrkoaret,2014-03-13T08:00:21Z,710500458.0,Kyrkoåret,"6006,6012",True,Gabriel Fjellander,SEK,2023.1,software,866.0,Reference,True,17351.73642669286
1436700869.0,7004.0,fr,Scènes rares/modérées de violence (animation ou fantastique),software,9+,4.6558,4.6558,Andor,505275392.0,http://www.andorgame.com,"6,99 €",9+,330111789.0,USM,"Jeux,Stratégie,Divertissement,Jeux de société",6.99,Games,6014.0,com.usm.andorsecret,2019-01-23T08:00:00Z,1436700869.0,Andor,"6014,7017,6016,7004",True,United Soft Media Verlag GmbH,EUR,1.2,software,276.0,Games,True,5918.2576651027575
1064894258.0,6012.0,kr,,software,4+,4.81982,4.81982,우리자기,32736256.0,,"￦6,600",4+,493849479.0,hbull,라이프스타일,6600.0,Lifestyle,6012.0,com.hbull.MyLuv,2015-12-12T17:56:07Z,1064894258.0,우리자기,6012,True,동현 hwang,KRW,1.5.0,software,18594.0,Lifestyle,False,839041.9912904672
1602403259.0,6007.0,es,,software,4+,3.82,3.82,Webmail App,111669248.0,https://sowebmail.com,"1,99 €",4+,1551532983.0,LAXMAN KATTIKAR,"Productividad,Economía y empresa",1.99,Productivity,6007.0,com.colloidle.webmail,2022-03-14T07:00:00Z,1602403259.0,Webmail App,"6007,6000",True,LAXMAN KATTIKAR,EUR,3.7,software,100.0,Productivity,True,2106.3795186055613
1406710800.0,6014.0,nl,"Soms/Milde volwassen/suggestieve thema’s,Soms/Milde simulatie van het gokken,Soms/Mild animatiegeweld of fictief geweld,Soms/Mild grof taalgebruik of grove humor,Soms/Mild alcohol-, tabaks- of drugsgebruik of referenties ernaar",software,12+,4.79933,4.79933,Stardew Valley,411770880.0,https://www.stardewvalley.net/,"€ 5,99",12+,1620477446.0,ConcernedApe,"Games,Amusement,Rollenspel,Simulatie",5.99,Games,6014.0,com.chucklefish.stardewvalley,2018-10-24T07:00:00Z,1406710800.0,Stardew Valley,"6014,6016,7014,7015",True,ConcernedApe LLC,EUR,1.5.6.39,software,1201.0,Games,False,24012.98655590806
